Kecamatan,Desa,Waktu,Satelit,Confidence,Longitude,Latitude,in_desa,in_buffer,is_hutan,is_gambut,is_kk,in_kawasan,Prioritas_Satgas
Matan Hilir Selatan,Pematang Gadung,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.32015,-1.96066,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Natai Kuini,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.68491,-2.90566,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.19663,-1.86741,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Banjar Sari,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.24405,-2.47432,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.19042,-1.86544,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.18381,-1.877,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Pelang,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.18269,-1.86523,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.20019,-1.87424,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Airhitam Hulu,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.61338,-2.65528,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.1987,-1.87295,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.19511,-1.86614,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.18637,-1.87208,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Nanjung,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.26082,-2.19582,False,False,True,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Kemuning Biutak,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.35824,-1.9665,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Nanjung,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.25383,-2.19366,False,False,True,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.25577,-1.87514,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Bangkal Serai,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.47969,-2.37765,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Suka Ramai,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,111.08767,-2.72036,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Pembedilan,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.30469,-2.88234,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Banjar Sari,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.24496,-2.46811,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Pelempangan,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,111.03954,-2.15055,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Sengkuang Merabong,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.96683,-2.19229,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Bangkal Serai,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.47464,-2.37395,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Bangkal Serai,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.47961,-2.37473,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Bangkal Serai,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.47473,-2.37691,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Pelang,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.16685,-1.8753,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Pelang,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.16217,-1.87457,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.1751,-1.88287,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Pelang,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.18111,-1.86406,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.2131,-1.88255,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Pelang,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.18365,-1.85911,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.17812,-1.88242,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.17348,-1.88173,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Pelang,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.2385,-1.84246,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.19102,-1.87281,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.2619,-1.87758,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.20227,-1.87976,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.19765,-1.87907,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Banjar Sari,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.24697,-2.48746,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Banjar Sari,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.24885,-2.47504,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Pagar Mentimun,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.18388,-2.24005,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Sengkuang Merabong,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.96885,-2.18618,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Nanjung,"Sabtu, 12 September 2026 02:00:00",NASA-SNPP,Medium,110.26459,-2.17107,False,False,True,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Tanjungberingin,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,109.91567,-0.50967,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Tanjungberingin,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,109.91991,-0.51034,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Tanjungberingin,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,109.92936,-0.50578,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Lubuk Batu,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.09915,-0.93991,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Betenung,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.82172,-1.58764,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Betenung,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.82657,-1.58838,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.12016,-1.49889,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.12468,-1.49959,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.25275,-1.51937,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Melayu Rayak,Makmur Abadi,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.37151,-1.68856,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Tanjung Pura,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.22134,-1.69637,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Tempurukan,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.06786,-1.67848,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Siantan,Wajok Hilir,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,109.26008,0.09358,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Meliau,Kuala Rosan,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.47443,-0.21616,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Hulu Sungai,Senduruhan,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.63706,-0.92284,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Batu Barat,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10699,-0.90205,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Merawa,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.47073,-0.55949,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Sekucing Kualan,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.07082,-0.58309,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Meliau,Kuala Rosan,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.4758,-0.21615,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Batu Barat,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.1212,-0.89815,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Tanjungberingin,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,109.92417,-0.51101,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Sekucing Kualan,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.06966,-0.5788,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Sepakat Jaya,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.65872,-1.45717,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.25735,-1.52009,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.27123,-1.52223,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.27691,-1.51683,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.29793,-1.63291,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Mayak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.12097,-1.75516,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Melayu Rayak,Makmur Abadi,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.24097,-1.77395,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Melayu Rayak,Makmur Abadi,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.24563,-1.77468,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Mayak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.12193,-1.74907,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Tanjung Pura,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.22453,-1.69604,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Mayak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.11739,-1.74836,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Sungai Putri,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.07701,-1.59886,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Batu Mas,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.65,-1.68067,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Tanjungberingin,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,109.91663,-0.50377,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.26884,-1.63472,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Betenung,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.82722,-1.58198,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.28622,-1.51826,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Satong,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.14078,-1.37765,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Laur,Mekar Harapan,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.45186,-0.98186,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Betenung,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.82272,-1.58129,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Melayu Rayak,Makmur Abadi,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.24429,-1.77415,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.12109,-1.49282,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.24452,-1.51184,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.25375,-1.51326,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.25835,-1.51397,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.28157,-1.51754,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.24912,-1.51255,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Kampar Sebomban,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.17909,-0.90736,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Tanjungberingin,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,109.92511,-0.50511,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.24242,-1.67364,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Lubuk Batu,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.11636,-0.91792,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Lubuk Batu,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.09476,-0.93923,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Pulau Maya,Dusun Besar,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,109.49373,-1.11269,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Pangkalan Teluk,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.37012,-1.36934,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Lubuk Batu,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10452,-0.93458,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Mayak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.11636,-1.75444,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Mayak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.12037,-1.74941,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Batu Mas,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.65362,-1.68767,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Batu Barat,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10583,-0.89783,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.3035,-1.62747,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10693,-1.4658,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Sepakat Jaya,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.65425,-1.45648,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Lamon Satong,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.23559,-1.47916,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Sepakat Jaya,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.66462,-1.45165,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Sepakat Jaya,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.65982,-1.45091,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Mensubang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.4179,-1.33895,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Mensubang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.42265,-1.33969,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Pangkalan Teluk,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.36878,-1.36855,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Mayak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.11937,-1.7555,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Melayu Rayak,Makmur Abadi,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.37419,-1.6934,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,112.08369,-0.47676,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Batu Barat,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10257,-0.90135,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Lubuk Batu,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.09793,-0.9314,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Laur,Kepari,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.57174,-0.85113,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Lubuk Batu,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10013,-0.9339,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Lubuk Batu,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.09574,-0.93323,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sukadana,Sejahtera,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.03923,-1.27387,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Batu Barat,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10046,-0.90317,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Batu Barat,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.11914,-0.89985,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Batu Barat,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10491,-0.90385,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Lubuk Batu,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10232,-0.93211,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Betenung,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.82397,-1.58001,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.2759,-1.52295,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.29094,-1.51899,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.26761,-1.51539,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.30264,-1.63364,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.10793,-1.45975,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Simpang Tiga Sembelangaan,"Sabtu, 12 September 2026 01:58:00",NASA-SNPP,Medium,110.39236,-1.46685,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Sabtu, 12 September 2026 03:21:00",NASA-MODIS,Medium,110.1271,-1.92627,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sukadana,Sejahtera,"Sabtu, 12 September 2026 03:21:00",NASA-MODIS,Medium,110.11092,-1.2758,False,False,True,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Sungai Putri,"Sabtu, 12 September 2026 03:21:00",NASA-MODIS,Medium,110.0895,-1.56125,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Sungai Kelik,"Sabtu, 12 September 2026 03:21:00",NASA-MODIS,Medium,110.30746,-1.63021,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Sabtu, 12 September 2026 03:21:00",NASA-MODIS,Medium,110.1699,-1.46971,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Matan Jaya,"Sabtu, 12 September 2026 03:21:00",NASA-MODIS,Medium,110.14204,-1.08653,False,False,False,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Sabtu, 12 September 2026 03:21:00",NASA-MODIS,Medium,110.16119,-1.4891,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sukadana,Sedahan Jaya,"Sabtu, 12 September 2026 03:21:00",NASA-MODIS,Medium,110.0422,-1.17343,False,False,True,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
